fold,cell,n_atr,chi,u_enter,rho_base,lam,sharpe,max_drawdown,turnover,total_return,n_trades,psr,halted,on_front,feasible,selected,config_hash
0,73,21,1.5,0.2,0.0025,0.97,-87.8976020483593,0.12010866544363796,9088.764198776984,-0.1196740581742266,419.0,0.0,1.0,0,0,0,4487d4bb3081fba5f4e3582ce1c99d92f463bd1ffafe3810feb2a1e82d32f01d
0,74,21,1.5,0.2,0.005,0.94,-82.9879908748032,0.12017253140444395,8992.337326607869,-0.11968699768996904,378.0,0.0,1.0,0,0,0,9a9ae5a0282c14341f9808b959dc98be65bf08a7c4565c216dc7569b62509674
0,75,21,1.5,0.2,0.005,0.97,-88.02621525292322,0.12016113844241716,9009.951710133435,-0.11972655709114566,417.0,0.0,1.0,0,0,0,ac9bfdee4bcdffb2ceb6bffda129e03489343f91844af50c92a60129e2be0649
0,76,21,1.5,0.25,0.0025,0.94,-84.851501187796,0.12028391043829223,8676.496974290862,-0.11979843818845437,351.0,0.0,1.0,0,0,0,5f7ae2b7f304d3d33fd5dab1959eaef7f6acdd77ee9b92245bae3d302625e6df
0,77,21,1.5,0.25,0.0025,0.97,-89.30214122735326,0.12012008980941069,8620.062854898128,-0.11968548818286928,408.0,0.0,1.0,0,0,0,69295d50ab2b4ae0c06d6842d38a38e76cacb7043dbc7901cbdcd7b70d0c7240
0,78,21,1.5,0.25,0.005,0.94,-84.85288779659025,0.12029176284093535,8678.25143356968,-0.11980629492445427,351.0,0.0,1.0,0,0,0,694a76be8cda8f6fe6aeddd95cfe9224e1545340e459a1785bcf66cbb5cba30e
0,79,21,1.5,0.25,0.005,0.97,-89.30214122735326,0.12012008980941069,8620.062854898128,-0.11968548818286928,408.0,0.0,1.0,0,0,0,65a1a92137699ed0f05f88ed11543411a41340721c8bf4cf3e21395d7c4396d4
0,80,21,1.5,0.3,0.0025,0.94,-86.42088184594571,0.12011828425547544,8520.4405094867,-0.1200120323154239,357.0,0.0,1.0,0,0,0,8d662b22c970467f8e67584388ef216873634f7c8319d4eeed92f5eb02242df8
0,81,21,1.5,0.3,0.0025,0.97,-87.48657267890653,0.11464874397164193,8120.128247874818,-0.11454728595737829,365.0,0.0,0.0,0,0,0,055b211167757e7e2b56406d243d489654f5c14d8b3a06184c6fddecab0df387
0,82,21,1.5,0.3,0.005,0.94,-86.42088184594571,0.12011828425547544,8520.4405094867,-0.1200120323154239,357.0,0.0,1.0,0,0,0,8f6327793c76537b45ad43ba2a64b3ff1314fc4f31af79a60faa63003dc8eccc
0,83,21,1.5,0.3,0.005,0.97,-87.48657267890653,0.11464874397164193,8120.128247874818,-0.11454728595737829,365.0,0.0,0.0,0,0,0,e102412f2671292cdb2bbb0be62d3de77c744f10edeb210865ebdaec48cc478d
0,84,21,2.0,0.2,0.0025,0.94,-84.50102189928523,0.1200402880840471,9021.133503697109,-0.1195546813909566,403.0,0.0,1.0,0,0,0,75a3ae6d67c6b5fff3ba85f72b5260e8020257639c4350f6ca25bd515b20ccee
0,85,21,2.0,0.2,0.0025,0.97,-88.05066335904247,0.12011489771742423,8965.172814085481,-0.1196802935263378,430.0,0.0,1.0,0,0,0,c876a57e2ea8d4bec6b21aeb9fe948c3b83dbf5b99d209924ab4e6372f27cfb2
0,86,21,2.0,0.2,0.005,0.94,-86.80920739524005,0.12003749102330319,8773.852143764141,-0.11955188278665196,391.0,0.0,1.0,0,0,0,912db0528914a15a3c03d1e81bcc9667bad8445c28ab14de8bacf5ba1d3423ac
0,87,21,2.0,0.2,0.005,0.97,-86.73005563179228,0.1201806953793364,8756.695881961004,-0.11974612368787929,408.0,0.0,1.0,0,0,0,d01997f33ba5c5db51471f96a73d5160c0cf530092a9fbcd34b0da36fc2a278b
0,88,21,2.0,0.25,0.0025,0.94,-84.82780924669089,0.12007982277997575,8550.41673781616,-0.11959423790414891,359.0,0.0,1.0,0,0,0,e8379406bccabe41efe71840ab51440692cea31bd81b0689c52c341555932d62
0,89,21,2.0,0.25,0.0025,0.97,-89.76455066992747,0.12015105165543749,8548.901852521949,-0.11971646532197011,420.0,0.0,1.0,0,0,0,d959881fbe20c5aee454425e03ed2d819ed402743603191c4708c89619d27d97
0,90,21,2.0,0.25,0.005,0.94,-83.99433644117765,0.12007182696849983,8551.125763684102,-0.11958623768017607,352.0,0.0,1.0,0,0,0,d84f5ddc636a9d05208af48c088ea29ddd8b32be4c57bfdef365c509406deb29
0,91,21,2.0,0.25,0.005,0.97,-89.62040152883971,0.12012315595158451,8567.673420485873,-0.11968855583951155,420.0,0.0,1.0,0,0,0,762167f8f861465c7ee669dbf52a4a1c9464df9ed4c2f67cb24b233a59f18b65
0,92,21,2.0,0.3,0.0025,0.94,-84.32419272992452,0.12016337060331728,8276.846250577053,-0.12005712410776104,347.0,0.0,1.0,0,0,0,490c44c2c60f97fe33d9e97e497db4c51151ece2fd24212355bb99f397c68c09
0,93,21,2.0,0.3,0.0025,0.97,-85.79852404750176,0.11503160131081236,7916.34069627043,-0.114930187170599,357.0,0.0,0.0,0,0,0,b6cf87fde32d4b65db39140e79387a8dc0f30e527b71694c019fec949234c15b
0,94,21,2.0,0.3,0.005,0.94,-84.16601206039583,0.12018656089532542,8292.580140488248,-0.12008031720016099,347.0,0.0,1.0,0,0,0,26f0f790a9a88b573020e6daf26e20393a71074b21452bdf51ecb8db5da95a17
0,95,21,2.0,0.3,0.005,0.97,-85.7948098941136,0.11503179892336668,7916.70173882301,-0.11493038480579887,357.0,0.0,0.0,0,0,0,7a078fa9933473edb521c119e4c6f8b64f2a306b08966fea28578c918a3046d2
0,96,21,2.5,0.2,0.0025,0.94,-90.09511744357711,0.12004907148239041,8779.211979091844,-0.11965580501437434,438.0,0.0,1.0,0,0,0,3b12a776eb73064e596f82a3e86a7935b47f1ee5e72fd25323fb264d2cc8c466
0,97,21,2.5,0.2,0.0025,0.97,-92.63655396861819,0.12015871517846033,8767.360426061834,-0.11976549771225531,461.0,0.0,1.0,0,0,0,fb047195f258f9c1bbbaf9ea0612cf2bc41ed2b03cf9270eedbaaf2819f5731e
0,98,21,2.5,0.2,0.005,0.94,-83.82398079983176,0.1201265190466323,8683.325711532798,-0.1196409599401893,367.0,0.0,1.0,0,0,0,241f887b095ae671da70cf4a60f64579dd360f85e8aa2ba5bebe915cf036afa5
0,99,21,2.5,0.2,0.005,0.97,-87.47095485879899,0.12000217602765473,8665.144886357668,-0.11956751615961836,400.0,0.0,1.0,0,0,0,8c5cc795aafbabb7bb547cf3e607958f20eaec88fb5b27c6afc1227233a94f5c
0,100,21,2.5,0.25,0.0025,0.94,-84.24640242296938,0.12002819193945158,8592.04526340563,-0.11963491613997868,341.0,0.0,1.0,0,0,0,f5098c4ee4d404f5b8779d1b617dc5adc3a4850ce1198f4ccef28bfae7c8dea9
0,101,21,2.5,0.25,0.0025,0.97,-87.64210228502644,0.12011731436918593,8575.980309878358,-0.11972407840018773,381.0,0.0,1.0,0,0,0,3cd41259fd221f9f9a1f4febfea86d43b8b7403fd05c207e7ecc0ff134b98b4d
0,102,21,2.5,0.25,0.005,0.94,-83.22810270954281,0.12030510395996652,8625.578174135528,-0.11981964340579598,362.0,0.0,1.0,0,0,0,b0c4160f48bfbcf368d6fc1695014cc7e25d11647d7d2daca62b2d2089ac9080
0,103,21,2.5,0.25,0.005,0.97,-85.72521892110849,0.12007536386077822,8541.48186690842,-0.11964074014261972,367.0,0.0,1.0,0,0,0,180334eb44fc0ac45869529a64088d2bf6cbcdbfd64081696c55d710634f7900
0,104,21,2.5,0.3,0.0025,0.94,-84.6430337823063,0.119207708482432,8203.501123508284,-0.1191013465839158,351.0,0.0,0.0,0,0,0,bcb8a6dddfb3e99f25a5650d1cb6f4afeaea858b90283a9b4d5c1d8bd5ce5c73
0,105,21,2.5,0.3,0.0025,0.97,-82.24881738097143,0.11429344476856051,7933.758889197211,-0.1141919460383084,351.0,0.0,0.0,0,0,0,aeb2add7e946c975a64647f257d5943d78f476fe7676ab640665ec7fd1517cc5
0,106,21,2.5,0.3,0.005,0.94,-83.32738243392554,0.12000816218989607,8316.909640804408,-0.11990189695182618,348.0,0.0,1.0,0,0,0,5a8c86f0eb7a238a99507037119f1d05999c232604a814b6e1403d986ee649e9
0,107,21,2.5,0.3,0.005,0.97,-83.97991586909171,0.113820607372073,7840.5998677673315,-0.11371905445638553,351.0,0.0,0.0,0,0,0,263555ceb42e8ccbe0557e77fd25f7c5994c1721262b019e1afed237a3ded8c4
1,0,7,1.5,0.2,0.0025,0.94,-102.85779546589258,0.12022437243320816,8823.628714898216,-0.12022437243320816,448.0,0.0,1.0,0,0,0,72b3d34e95fce65a57448957cb3572eb35cee8e1eb7385b34dcb958ad4252bec
1,1,7,1.5,0.2,0.0025,0.97,-106.8236987353939,0.12038872032984349,8797.018152528164,-0.12038872032984349,471.0,0.0,1.0,0,0,0,eb454935e1b506eef16ad440093d2421e01f24d73c427302f9337c927c28aff5
1,2,7,1.5,0.2,0.005,0.94,-102.64186953816129,0.12004354563736197,8803.57970869622,-0.12004354563736197,445.0,0.0,1.0,0,0,0,1def34ff26054ac4752187da0e46cdc2afdf57396ed1eff3c2e892a60c74ccd1
1,3,7,1.5,0.2,0.005,0.97,-106.50195969942995,0.12019653913621642,8778.908320915998,-0.12019653913621642,469.0,0.0,1.0,0,0,0,458b014130294e5623212ead139d8d80c6a66cfef9f3e61a650941b2dcc47795
1,4,7,1.5,0.25,0.0025,0.94,-102.56809313719988,0.12002625167440006,8661.092100408803,-0.12002625167440006,394.0,0.0,1.0,0,0,0,f288422dc55c3d715227d7f0117b7966e2b96c28ff4790ff95ed641fec691644
