fold,cell,n_atr,chi,u_enter,rho_base,lam,sharpe,max_drawdown,turnover,total_return,n_trades,psr,halted,on_front,feasible,selected,config_hash
0,95,21,2.0,0.3,0.005,0.97,-51.36101849457849,0.05034317811647937,3424.978317602295,-0.050022549099999924,89.0,0.0,0.0,0,0,0,7af4c719fcf7e3061db7fa67bdac0e843ae0535059aca363394ae97fb1d8770f
0,96,21,2.5,0.2,0.0025,0.94,-101.54903912721807,0.1200721905614277,8311.368502681798,-0.1200721905614277,442.0,0.0,1.0,0,0,0,02e989e7041a44a5ea826b9638881da57f21544b062d4c8898e32910db8ecb05
0,97,21,2.5,0.2,0.0025,0.97,-98.94751273701239,0.12008163537742766,8277.407131987175,-0.12008163537742766,439.0,0.0,1.0,0,0,0,59b7a6dde7dd22914908d239a408d5af28486fb3c50f17f4fb339c08737dbcdb
0,98,21,2.5,0.2,0.005,0.94,-92.03920745138915,0.12017970388222221,8312.622305405252,-0.12017970388222221,330.0,0.0,1.0,0,0,0,ff232bc9a743f6013209316e78da80b2d554b035167d456d55f21e6cee7cbaa5
0,99,21,2.5,0.2,0.005,0.97,-90.19089408965986,0.12006462416734687,8305.311701708384,-0.12006462416734687,333.0,0.0,1.0,0,0,0,2c8c5f23bb08669104ee2b9214b313e69e14b69dbca31781122f9caeec062533
0,100,21,2.5,0.25,0.0025,0.94,-85.1157790621882,0.1031189640138166,7221.281212040768,-0.10311146401381666,243.0,0.0,0.0,0,0,0,8efc05112e190adc28c2ea9a2fdd61559355bb4753da86cc3b146e624a64539c
0,101,21,2.5,0.25,0.0025,0.97,-84.0963444366765,0.10378649212581659,7266.647630296211,-0.10377899212581654,243.0,0.0,0.0,0,0,0,0904afba94ce702ab399429194c8f9bbdb4ae9852d8b7ba1d07083c9e84a3019
0,102,21,2.5,0.25,0.005,0.94,-84.1613669279703,0.10539113803017974,7386.271733247409,-0.10538338803017977,243.0,0.0,0.0,0,0,0,a7d7cc7539309b9e5a64333adc985ffa6d25b9f0c6703f8ab8f14441eedcb4ce
0,103,21,2.5,0.25,0.005,0.97,-81.9961385945694,0.10679974726217989,7484.4468443353935,-0.10679149726217985,243.0,0.0,0.0,0,0,0,cc85b9cf5cd2e51c379585c215d586e2fbdeb5bb8f91f6a217a6b4b9756400de
0,104,21,2.5,0.3,0.0025,0.94,-51.87766509655513,0.04936853998292001,3372.387636283442,-0.04907831193199996,87.0,0.0,0.0,1,1,0,b82f180cd1eabbdadc7c31e67ca577cb41fd9044115dd0bee7eb6e007696651a
0,105,21,2.5,0.3,0.0025,0.97,-51.728377412027974,0.05001539150182599,3421.620075960713,-0.04969465181600008,87.0,0.0,0.0,0,0,0,efddfa6d72666c689fade1018f081dae5133ecfc544bf6ffd89f81efb4721a05
0,106,21,2.5,0.3,0.005,0.94,-51.555428386704385,0.04950549827751427,3391.95278012171,-0.04921531204000007,87.0,0.0,0.0,1,1,0,cae071bf81a78f81b60b5c4121a1b4877a1cbc67ad6c61d6939a8258a0ec615d
0,107,21,2.5,0.3,0.005,0.97,-51.16310046519908,0.05011731669721031,3445.7873277384356,-0.04979661142400005,87.0,0.0,0.0,1,1,1,0350c36a0f5e12bd06efa4b98f17a3133a6bd26e7ae59efc013ba764f304b278
1,0,7,1.5,0.2,0.0025,0.94,-101.3225664050581,0.12013806419255202,8569.568128467336,-0.12013806419255202,352.0,0.0,1.0,0,0,0,8d2c8f52ec650726b53e5393cc4e02724a5221a5371ae46fe56c5d1bda01391a
1,1,7,1.5,0.2,0.0025,0.97,-102.31895248113598,0.12006976448538809,8610.159784697564,-0.12006976448538809,367.0,0.0,1.0,0,0,0,5883bed4cff82818ba61558b1eed00ca6bb8140c1a360bcc875ae35b994b6fac
1,2,7,1.5,0.2,0.005,0.94,-100.06819483536397,0.12007244007655204,8577.900835706303,-0.12007244007655204,347.0,0.0,1.0,0,0,0,5e2ba6c4637fe2145017fd5f8be9818c8f87943b0d0d69aed9c13973aa7535e3
1,3,7,1.5,0.2,0.005,0.97,-100.36399497537565,0.12009127655338803,8588.900637708994,-0.12009127655338803,350.0,0.0,1.0,0,0,0,6ad89116f9bf57d8631240630bc4dcbed3fad5842b55b2dd204c0a212e9046e4
1,4,7,1.5,0.25,0.0025,0.94,-80.34803129792108,0.08765299451272512,6150.2026261600695,-0.08765299451272512,226.0,0.0,0.0,0,0,0,7aa82fecc5f2ef4a3f56099c18542d1b24c4aec21d3b62e84af25e520eb99fb6
